System Type,System Type Detail,InterState Indicator,Total Miles,State Name,Calendar Year,Operator Count
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,253,ALABAMA,2014,3130
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,416.888,ALABAMA,2014,3183
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,685.468,ALABAMA,2014,3200
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,34,ALABAMA,2014,3490
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,536.5,ALABAMA,2014,5040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,152.5,ALABAMA,2014,5090
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,32,ALABAMA,2014,5290
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,556.498,ALABAMA,2014,5300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,417,ALABAMA,2014,5340
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,198,ALABAMA,2014,5700
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,172,ALABAMA,2014,6320
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,31.4,ALABAMA,2014,6460
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,158,ALABAMA,2014,6630
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,217.05,ALABAMA,2014,7110
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1299.436,ALABAMA,2014,7685
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,63.5,ALABAMA,2014,9070
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,94,ALABAMA,2014,11176
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,72,ALABAMA,2014,11216
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,48.9,ALABAMA,2014,11595
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,73,ALABAMA,2014,12120
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1029,ALABAMA,2014,12180
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2254.03,ALABAMA,2014,12642
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,95,ALABAMA,2014,12824
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,42,ALABAMA,2014,12900
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,755.54,ALABAMA,2014,13535
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1333.28,ALABAMA,2014,13820
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,198.8,ALABAMA,2014,14320
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,62,ALABAMA,2014,15504
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,78,ALABAMA,2014,15525
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,97.8,ALABAMA,2014,17130
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,57,ALABAMA,2014,17550
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,10,ALABAMA,2014,17556
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,6,ALABAMA,2014,17590
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,305,ALABAMA,2014,17750
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,186,ALABAMA,2014,18140
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,101,ALABAMA,2014,18252
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22.2,ALABAMA,2014,18644
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,49.1,ALABAMA,2014,18708
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,354.7,ALABAMA,2014,18784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,61,ALABAMA,2014,19050
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,522.081,ALABAMA,2014,19740
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,65,ALABAMA,2014,19760
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,72,ALABAMA,2014,20150
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,47,ALABAMA,2014,21300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,9,ALABAMA,2014,22014
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,59,ALABAMA,2014,22322
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30,ALABAMA,2014,22406
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,104,ALABAMA,2014,22605
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,5,ALABAMA,2014,22693
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,41,ALABAMA,2014,24040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,231.85,ALABAMA,2014,30530
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,231.03,ALABAMA,2014,31157
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1.03,ALABAMA,2014,32139
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,12.4,ALABAMA,2014,38918
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11021.4,ALABAMA,2015,180
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,148.08,ALABAMA,2015,261
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,513,ALABAMA,2015,766
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,120.1,ALABAMA,2015,828
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,135,ALABAMA,2015,1192
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,312.807,ALABAMA,2015,1584
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,203.38,ALABAMA,2015,1728
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,31.61,ALABAMA,2015,1736
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,18.4,ALABAMA,2015,1808
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,99.8,ALABAMA,2015,2020
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,25,ALABAMA,2015,2044
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,69,ALABAMA,2015,2088
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22,ALABAMA,2015,2300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,91,ALABAMA,2015,2304
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,486,ALABAMA,2015,2421
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,457,ALABAMA,2015,2456
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,390.748,ALABAMA,2015,2688
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,16.5,ALABAMA,2015,2784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,946,ALABAMA,2015,2904
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,57,ALABAMA,2015,3050
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,254,ALABAMA,2015,3130
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,418.702,ALABAMA,2015,3183
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,711.208,ALABAMA,2015,3200
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,34,ALABAMA,2015,3490
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,542,ALABAMA,2015,5040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,152.5,ALABAMA,2015,5090
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,32,ALABAMA,2015,5290
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,556.938,ALABAMA,2015,5300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,425,ALABAMA,2015,5340
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,198,ALABAMA,2015,5700
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,178,ALABAMA,2015,6320
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,31.8,ALABAMA,2015,6460
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,158,ALABAMA,2015,6630
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,218.68,ALABAMA,2015,7110
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1317.51,ALABAMA,2015,7685
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,63.5,ALABAMA,2015,9070
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,94,ALABAMA,2015,11176
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,73,ALABAMA,2015,11216
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,48.9,ALABAMA,2015,11595
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,73,ALABAMA,2015,12120
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1043,ALABAMA,2015,12180
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2244.81,ALABAMA,2015,12642
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,97.5,ALABAMA,2015,12824
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,42,ALABAMA,2015,12900
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,772.07,ALABAMA,2015,13535
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1344.59,ALABAMA,2015,13820
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,206.81,ALABAMA,2015,14320
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,69,ALABAMA,2015,15504
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,79,ALABAMA,2015,15525
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,97.8,ALABAMA,2015,17130
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,57,ALABAMA,2015,17550
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,10,ALABAMA,2015,17556
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,6,ALABAMA,2015,17590
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,307,ALABAMA,2015,17750
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,186,ALABAMA,2015,18140
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,101,ALABAMA,2015,18252
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1600.26,ALABAMA,2015,18456
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,22.2,ALABAMA,2015,18644
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,49.1,ALABAMA,2015,18708
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,358.9,ALABAMA,2015,18784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,61,ALABAMA,2015,19050
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,536.534,ALABAMA,2015,19740
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,66,ALABAMA,2015,19760
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,72,ALABAMA,2015,20150
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,47,ALABAMA,2015,21300
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,9,ALABAMA,2015,22014
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,59,ALABAMA,2015,22322
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30,ALABAMA,2015,22406
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,104,ALABAMA,2015,22605
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,5,ALABAMA,2015,22693
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,41,ALABAMA,2015,24040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,238.85,ALABAMA,2015,30530
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,233.217,ALABAMA,2015,31157
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,12.4,ALABAMA,2015,38918
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,25.51,ALASKA,2010,1134
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2855.47,ALASKA,2010,4483
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11,ALASKA,2010,13639
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3.94,ALASKA,2010,31142
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,60.9,ALASKA,2010,99128
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,25.51,ALASKA,2011,1134
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2868.15,ALASKA,2011,4483
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11,ALASKA,2011,13639
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3.94,ALASKA,2011,31142
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,61.318,ALASKA,2011,99128
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,25.51,ALASKA,2012,1134
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2878.85,ALASKA,2012,4483
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11,ALASKA,2012,13639
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3.94,ALASKA,2012,31142
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,63.016,ALASKA,2012,99128
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,25.51,ALASKA,2013,1134
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2965.8,ALASKA,2013,4483
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,13,ALASKA,2013,13639
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3.94,ALASKA,2013,31142
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,82.7,ALASKA,2013,99128
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,67.41,ALASKA,2014,207
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,25.51,ALASKA,2014,1134
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2991.84,ALASKA,2014,4483
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,13,ALASKA,2014,13639
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3.94,ALASKA,2014,31142
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,112.7,ALASKA,2014,99128
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,67.41,ALASKA,2015,207
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,25.62,ALASKA,2015,1134
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3078.9,ALASKA,2015,4483
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,13,ALASKA,2015,13639
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3.94,ALASKA,2015,31142
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,72,ALASKA,2015,39257
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,144,ALASKA,2015,99128
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,63,ARIZONA,2010,1312
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,17.476,ARIZONA,2010,2778
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,54.9,ARIZONA,2010,3605
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,237,ARIZONA,2010,6484
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1226.64,ARIZONA,2010,12378
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,71.43,ARIZONA,2010,18028
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,18977.822,ARIZONA,2010,18536
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,44,ARIZONA,2010,22609
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,252.75,ARIZONA,2010,31432
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,12,ARIZONA,2010,31795
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2994,ARIZONA,2010,31840
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,63,ARIZONA,2011,1312
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,17.476,ARIZONA,2011,2778
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,54.9,ARIZONA,2011,3605
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,237,ARIZONA,2011,6484
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1231.736,ARIZONA,2011,12378
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,70.97,ARIZONA,2011,18028
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,19021.649,ARIZONA,2011,18536
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,44,ARIZONA,2011,22609
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,252.875,ARIZONA,2011,31432
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,13,ARIZONA,2011,31795
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3025,ARIZONA,2011,31840
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,63,ARIZONA,2012,1312
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,17.476,ARIZONA,2012,2778
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,54.9,ARIZONA,2012,3605
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,238,ARIZONA,2012,6484
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1248.46,ARIZONA,2012,12378
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,70.62,ARIZONA,2012,18028
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,19113.069,ARIZONA,2012,18536
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,44,ARIZONA,2012,22609
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,253.5,ARIZONA,2012,31432
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,13,ARIZONA,2012,31795
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3029,ARIZONA,2012,31840
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,63,ARIZONA,2013,1312
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,17.545,ARIZONA,2013,2778
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,54.9,ARIZONA,2013,3605
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,239,ARIZONA,2013,6484
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1264.3,ARIZONA,2013,12378
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,70.16,ARIZONA,2013,18028
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,19239.816,ARIZONA,2013,18536
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,44.2,ARIZONA,2013,22609
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,255.25,ARIZONA,2013,31432
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,14,ARIZONA,2013,31795
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3030,ARIZONA,2013,31840
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,0.9,ARIZONA,2013,35507
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,63,ARIZONA,2014,1312
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,17.545,ARIZONA,2014,2778
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,55,ARIZONA,2014,3605
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,241,ARIZONA,2014,6484
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1286.657,ARIZONA,2014,12378
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,70.2,ARIZONA,2014,18028
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,19296.789,ARIZONA,2014,18536
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,44.2,ARIZONA,2014,22609
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,255.25,ARIZONA,2014,31432
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,14,ARIZONA,2014,31795
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3031,ARIZONA,2014,31840
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,0.9,ARIZONA,2014,35507
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,63,ARIZONA,2015,1312
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,17.545,ARIZONA,2015,2778
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,55,ARIZONA,2015,3605
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,242.29,ARIZONA,2015,6484
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1299.94,ARIZONA,2015,12378
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,70.2,ARIZONA,2015,18028
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,19440.508,ARIZONA,2015,18536
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,44.2,ARIZONA,2015,22609
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,255.375,ARIZONA,2015,31432
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,14,ARIZONA,2015,31795
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3045,ARIZONA,2015,31840
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,0.9,ARIZONA,2015,35507
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,13462,ARKANSAS,2010,603
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1576.6,ARKANSAS,2010,621
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,4647.56,ARKANSAS,2010,630
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30,ARKANSAS,2010,873
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,48,ARKANSAS,2010,3330
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,16,ARKANSAS,2010,3339
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,146.25,ARKANSAS,2010,7095
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,38,ARKANSAS,2010,7190
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,13534,ARKANSAS,2011,603
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1582.5,ARKANSAS,2011,621
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,4679.636,ARKANSAS,2011,630
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30,ARKANSAS,2011,873
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,48,ARKANSAS,2011,3330
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,16,ARKANSAS,2011,3339
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,146.5,ARKANSAS,2011,7095
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,38,ARKANSAS,2011,7190
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,29,ARKANSAS,2011,13610
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,13545,ARKANSAS,2012,603
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1597.7,ARKANSAS,2012,621
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,4735.387,ARKANSAS,2012,630
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30,ARKANSAS,2012,873
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,48,ARKANSAS,2012,3330
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,16,ARKANSAS,2012,3339
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,146.5,ARKANSAS,2012,7095
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,38,ARKANSAS,2012,7190
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,29,ARKANSAS,2012,13610
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,13592,ARKANSAS,2013,603
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1617.55,ARKANSAS,2013,621
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,4827.746,ARKANSAS,2013,630
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30,ARKANSAS,2013,873
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,48,ARKANSAS,2013,3330
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,16,ARKANSAS,2013,3339
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,146.5,ARKANSAS,2013,7095
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,38,ARKANSAS,2013,7190
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,7.05,ARKANSAS,2013,11652
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,29,ARKANSAS,2013,13610
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,13626.187,ARKANSAS,2014,603
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1633.54,ARKANSAS,2014,621
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,4895.509,ARKANSAS,2014,630
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30,ARKANSAS,2014,873
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,48,ARKANSAS,2014,3330
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,16,ARKANSAS,2014,3339
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,147.35,ARKANSAS,2014,7095
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,38,ARKANSAS,2014,7190
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,7.05,ARKANSAS,2014,11652
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,29,ARKANSAS,2014,13610
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,13652.427,ARKANSAS,2015,603
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1640.71,ARKANSAS,2015,621
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,4572.433,ARKANSAS,2015,630
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30,ARKANSAS,2015,873
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,48,ARKANSAS,2015,3330
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,16,ARKANSAS,2015,3339
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,150.25,ARKANSAS,2015,7095
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,38,ARKANSAS,2015,7190
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,7.05,ARKANSAS,2015,11652
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,29,ARKANSAS,2015,13610
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,43,CALIFORNIA,2010,2524
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,913,CALIFORNIA,2010,11712
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,15,CALIFORNIA,2010,13772
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,42212.74,CALIFORNIA,2010,15007
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,204.7,CALIFORNIA,2010,15084
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,8386,CALIFORNIA,2010,18112
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,9.24,CALIFORNIA,2010,18480
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,48868,CALIFORNIA,2010,18484
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3114.318,CALIFORNIA,2010,18536
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,19,CALIFORNIA,2010,31097
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,38,CALIFORNIA,2010,31267
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,33.65,CALIFORNIA,2010,31515
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,60,CALIFORNIA,2010,31599
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,44,CALIFORNIA,2010,31955
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,6.7,CALIFORNIA,2010,31964
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,13.645,CALIFORNIA,2010,31975
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,6,CALIFORNIA,2010,31986
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,39.67,CALIFORNIA,2010,32013
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,8.961,CALIFORNIA,2010,32119
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,6.9,CALIFORNIA,2010,32356
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,43,CALIFORNIA,2011,2524
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,916,CALIFORNIA,2011,11712
